"food","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"sugar cookies",7,2,3,22,4,3,2,2,11,10,0,8,3,7,2,6,5,0,12,11,9,4,4,3,0,1,2,2,13,0,11,5,2,11,3,1,7,2,6,1,4,22,3,1,8,1,1,4,0
"sum chicken",0,0,1,1,0,0,0,1,1,4,0,1,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0
"sum ice cream",4,0,0,1,0,0,0,0,2,3,0,1,0,0,0,1,4,0,0,0,2,0,6,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,3,0,2,3,0,0,1,0,0,0,0
"sum pancakes",0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"sum pizza",0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0
"sundried tomato",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"sundried tomatoes",0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"sunflower seeds",10,1,16,38,4,7,1,5,23,26,0,15,3,4,9,1,21,1,11,6,10,4,6,6,0,1,4,1,14,2,17,19,0,20,7,2,15,2,9,0,12,42,0,0,15,6,5,7,0
"sweet and sour chicken",0,0,0,2,1,0,0,0,1,1,0,2,0,1,1,2,0,0,0,0,5,0,0,0,0,0,1,0,2,0,1,2,1,2,2,0,5,0,2,0,0,5,1,0,2,2,0,1,0
"sweet corn",0,0,1,1,0,0,1,0,6,2,0,4,1,1,0,1,1,1,0,0,3,3,0,1,0,1,0,0,4,0,5,1,0,1,0,1,1,0,0,0,4,4,0,0,2,2,1,0,0
"sweet potato",6,9,1,56,4,5,3,11,27,33,0,13,7,1,6,5,8,0,5,15,13,10,9,7,0,1,3,0,17,2,37,27,0,11,7,2,15,1,6,1,9,36,0,2,18,8,1,2,0
"sweet potatoe",1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"sweet potatoes",5,1,5,23,0,2,0,0,9,16,0,13,4,3,3,3,5,0,12,3,5,3,9,5,0,0,0,1,10,0,15,18,0,11,4,3,13,0,6,0,6,22,1,0,0,0,2,5,0
"swiss chard",0,2,0,2,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,1,0
"swiss cheese",0,2,0,12,1,1,0,0,3,3,0,0,1,1,1,2,3,0,5,1,4,1,0,0,0,0,1,0,3,0,8,4,0,2,1,0,7,0,1,0,4,2,0,0,6,2,0,4,0
"swordfish",1,0,0,7,0,1,0,0,3,0,0,5,1,1,0,0,0,1,0,4,3,1,1,0,0,0,0,2,0,0,6,1,0,1,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0
"tangerines",0,1,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0
"taro",0,0,0,13,0,0,0,0,1,1,0,3,0,0,0,6,0,0,1,1,0,1,0,0,0,0,0,0,3,0,6,0,0,2,1,2,0,1,0,0,3,3,0,0,0,3,0,0,0
"taste like chicken",1,1,2,5,2,1,0,0,6,2,0,2,1,0,1,3,2,0,2,1,1,1,0,2,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,2,2,5,1,0,1,0,0,0,0
"taste this chicken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tastes like chicken",1,1,0,5,0,0,0,0,2,1,0,1,0,0,0,1,0,1,1,1,2,1,2,2,0,0,2,0,1,0,3,1,0,1,0,0,0,0,1,0,2,4,0,0,0,1,3,1,0
"tasty pizza",0,0,0,9,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"tempeh",0,0,0,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"thanksgiving turkey",0,0,0,2,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0
"their chicken",0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"these cookies",1,0,1,2,1,3,4,1,7,7,0,1,2,0,0,4,8,0,3,1,8,1,1,3,0,2,2,0,2,0,3,11,0,6,0,0,4,1,1,0,1,10,1,0,6,3,1,1,0
"thin crust pizza",0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,6,1,0,0,0,0,0,2,0,0,0,2,1,0,1,1,0,0,0
"those cookies",1,0,0,10,1,0,1,0,4,2,0,1,2,0,2,0,0,1,3,3,2,3,0,1,0,1,0,0,0,0,4,2,0,3,0,0,3,0,1,1,1,5,0,1,2,1,0,2,0
"those cupcakes",2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"those eggs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"those pancakes",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,4,0,0,0,1,1,0,0,1,0,0,0,0
"tofu",2,7,1,61,3,5,0,1,8,13,0,7,3,0,3,1,0,3,4,4,9,4,0,4,1,0,7,0,6,1,15,8,0,9,4,1,11,3,5,0,2,18,2,0,5,6,0,0,0
"tomato",8,11,7,91,8,6,0,3,41,23,1,37,17,8,7,6,14,2,8,20,23,12,6,18,1,1,2,4,27,0,82,11,1,42,3,9,36,6,7,0,19,46,5,0,14,15,5,7,1
"tomato http",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tomato sauce",0,0,1,8,0,0,0,1,0,6,0,0,1,1,0,0,4,0,2,5,1,1,1,3,0,0,0,0,6,0,9,3,0,2,0,0,5,0,3,1,0,5,0,0,1,0,0,1,0
"tomatoe",0,1,0,6,0,0,0,1,3,2,0,6,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,3,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0
"tomatoes",13,9,8,101,11,7,2,11,28,30,0,27,11,1,4,13,13,2,13,15,17,16,9,20,0,1,23,3,21,3,39,19,1,38,6,7,14,3,7,0,9,46,3,2,22,12,5,12,0
"tomatos",0,0,0,4,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
"topping pizza",2,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,1,0,2,0,0,0,0,4,0,0,0,0,1,0,0
"tortilla",1,4,2,55,2,2,0,1,3,1,0,8,2,2,1,3,0,0,7,2,1,1,1,1,0,0,1,0,3,6,7,7,0,6,1,1,9,0,0,1,1,25,4,5,1,2,0,1,0
"tortilla chips",1,0,2,16,0,1,1,0,6,7,0,4,2,2,0,1,0,1,2,4,4,2,1,6,0,1,1,1,1,0,6,3,1,4,1,3,8,0,2,0,4,11,0,0,2,0,1,0,0
"tortillas",0,6,1,40,1,0,0,0,4,4,0,10,3,1,4,2,2,0,3,2,3,5,0,0,0,0,1,0,3,6,1,5,0,4,5,4,3,0,1,0,3,55,2,0,1,2,0,1,0
"trout",4,15,2,67,7,4,1,0,10,7,0,6,7,2,11,1,6,1,4,7,12,4,0,6,0,3,0,0,9,4,14,5,2,10,1,3,14,0,1,0,9,13,1,1,4,5,2,6,1
"tuna",16,9,8,113,6,8,4,5,34,21,6,39,17,1,6,6,21,0,19,23,25,9,12,10,1,1,2,2,39,2,46,27,1,37,4,9,33,2,14,4,8,65,11,2,20,18,5,15,0
"tuna fish",2,2,2,3,0,5,3,2,9,4,0,1,0,3,0,1,8,2,9,4,5,0,7,1,0,1,2,0,5,0,12,0,0,3,1,0,6,0,2,0,4,13,1,1,2,2,1,0,0
"tuna salad",0,2,1,9,1,1,0,3,2,2,0,12,0,0,3,0,3,0,4,1,4,0,1,6,0,0,0,0,4,0,5,2,0,2,1,0,3,0,2,0,1,4,0,0,3,0,0,2,0
"tunafish",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
"turkey",42,65,27,389,47,52,9,20,188,134,1,129,53,27,31,52,48,7,103,97,102,63,35,50,6,16,33,13,111,23,277,108,4,175,36,23,170,11,55,5,82,271,15,4,96,51,16,35,3
"turkey and",0,2,0,7,0,2,0,0,2,0,0,3,1,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,3,0,4,4,0,1,0,0,4,0,1,0,0,3,1,0,5,0,0,1,0
"turkey bacon",8,1,5,48,4,1,7,4,14,30,2,19,7,4,4,6,7,1,20,7,17,6,8,4,0,0,9,2,23,2,41,16,1,24,2,2,34,0,9,1,7,31,2,0,14,3,1,2,0
"turkey breast",0,0,0,2,0,1,1,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
"turkey burger",3,4,3,34,2,3,2,1,8,8,0,14,0,1,1,0,1,0,5,3,3,2,0,0,0,1,6,0,6,0,14,3,1,6,1,6,9,0,3,0,5,15,0,0,7,0,1,1,0
"turkey burgers",0,0,0,12,3,1,0,1,7,6,0,5,1,2,0,1,2,0,6,3,4,3,1,1,0,0,2,1,3,1,7,9,0,7,1,1,9,0,1,0,10,16,0,0,5,0,1,1,0
"turkey dinner",0,2,0,15,0,1,0,1,1,0,3,2,0,0,0,0,0,1,3,1,4,0,0,1,0,2,0,2,3,0,8,1,0,2,0,0,3,1,2,0,1,2,1,0,2,0,0,0,0
"turkey for",0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0
"turkey is",0,0,0,3,0,0,0,1,2,3,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,1,0,0,5,0,0,1,0,1,1,0
"turkey is done",0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"turkey leg",1,0,4,22,0,0,0,1,12,3,0,2,1,0,0,1,0,1,2,2,0,1,5,0,0,0,0,0,1,0,4,8,0,2,1,0,0,0,3,0,0,20,0,0,4,0,0,1,0
"turkey legs",1,1,0,3,0,0,0,0,4,6,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0,1,9,0,0,1,0,1,0,0
"turkey necks",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"turkey on",2,1,1,3,0,0,0,0,1,0,1,3,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,3,0,1,1,0,1,0,0,2,0,2,0,2,4,1,0,2,1,1,0,0
"turkey sausage",0,1,0,4,2,0,1,2,6,5,0,3,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,1,0,3,2,0,2,0,0,3,0,0,0,1,4,0,0,3,1,0,2,0
"turkey today",0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,2,0,3,0,0,1,0,0,0,1,1,1,0
"turkey tomorrow",0,3,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"turkey wings",1,0,1,0,0,0,0,2,1,5,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,4,0,0,1,0,0,2,0,0,0,0
"turnip",2,0,1,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,3,1,0,0,1,1,0,3,0,0,1,0,0,0,0,1,1,0
"turnip greens",1,0,0,0,0,0,0,0,4,5,0,2,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,1,0,0,1,0,2,0,8,2,0,0,0,0,0,0,0
"turnips",0,0,1,4,0,0,1,2,1,3,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,3,3,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0
"two eggs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unlimited pancakes",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"vanilla ice cream",4,3,3,36,1,4,2,2,16,12,0,8,3,2,3,3,8,1,13,8,10,1,9,6,0,1,2,0,4,0,23,10,0,12,1,1,17,1,4,1,2,22,0,0,9,3,0,3,0
"veal",0,0,0,8,1,0,0,0,3,4,0,4,3,0,0,1,2,0,0,4,1,0,0,0,0,0,2,0,4,0,8,2,0,6,0,1,1,0,0,0,3,5,0,1,1,1,0,1,0
"veals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"veggie",1,0,1,51,5,5,0,7,17,8,0,7,6,1,2,1,5,0,3,13,23,1,3,4,1,1,3,1,6,2,18,3,0,11,0,2,11,1,1,0,4,13,1,0,7,7,0,5,0
"veggie bowl",0,1,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"veggie burger",0,6,0,37,2,4,2,4,9,6,0,5,3,2,3,1,4,1,4,8,3,3,1,1,0,1,4,0,6,0,19,5,0,5,1,3,7,0,2,0,4,15,2,0,2,4,0,0,0
"veggie burgers",0,1,0,10,0,2,1,0,6,2,0,4,0,0,0,0,2,0,1,4,2,2,0,0,0,0,0,0,3,0,6,0,0,3,0,0,3,0,1,0,0,7,0,0,4,2,1,0,0
"veggie burrito",0,0,0,14,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
"veggies",6,9,6,92,6,9,3,5,42,30,2,34,12,5,3,6,13,0,21,19,29,7,6,7,0,5,12,3,21,5,63,17,1,23,4,10,32,1,14,0,11,51,2,1,24,18,2,6,0
"velvet cake",3,0,2,10,0,0,0,0,5,0,0,4,1,0,0,1,1,0,1,0,0,0,4,3,0,0,0,0,2,0,6,5,0,2,0,0,3,1,2,0,0,4,0,0,0,1,1,0,0
"velvet cupcake",0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"velvet cupcakes",0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"venison",1,0,1,2,0,1,0,0,2,0,0,2,2,0,0,0,1,0,1,1,0,1,1,1,0,0,0,2,0,0,5,1,2,2,0,0,5,1,0,0,3,2,0,0,2,1,1,6,1
"vienna sausages",4,0,3,1,0,0,0,0,3,3,0,1,0,0,0,0,1,1,1,0,2,0,2,0,0,0,1,0,0,1,1,2,0,2,0,0,1,0,1,0,1,4,0,0,1,0,0,1,0
"waiting on my pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waiting on this pizza",1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
"walnuts",1,1,0,25,2,0,1,1,5,2,0,2,2,1,0,1,1,0,5,4,0,0,1,3,0,0,1,1,3,1,11,3,0,1,0,3,4,0,1,0,0,3,0,1,5,4,0,1,0
"want a cookie",8,2,0,21,2,3,1,0,8,10,0,11,5,1,2,3,9,0,8,10,9,3,2,1,0,1,3,1,6,0,9,8,1,12,2,0,6,2,7,0,3,24,1,0,12,3,1,2,0
"want some pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"want sum candy",0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0
"want sum donuts",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"want sum ice cream",2,0,0,1,0,0,0,0,2,3,0,2,0,0,0,0,12,0,2,1,5,0,8,0,0,0,0,0,1,0,0,4,0,2,0,0,4,0,5,0,2,6,0,0,3,0,0,0,0
"want sum pancakes",1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1,0
"warm bread",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"warm cookies",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0
"watermelon",18,13,11,107,9,14,9,4,42,40,1,40,21,5,11,7,20,1,34,13,28,12,12,15,0,12,13,3,21,5,55,30,3,37,13,8,39,6,16,3,23,66,4,0,23,15,3,11,1
"watermelon arizona",0,0,0,2,0,0,0,0,1,2,0,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
"watermelons",2,4,0,15,2,1,1,1,7,5,1,3,5,3,2,1,1,1,1,4,3,1,2,0,0,0,3,0,1,1,3,2,0,8,1,0,5,1,1,0,1,13,1,1,5,0,0,1,0
"wedding cake",5,0,1,8,0,2,0,3,14,4,1,3,6,0,0,0,8,0,2,3,6,1,3,2,0,1,2,1,4,1,14,3,0,9,1,1,3,1,3,0,3,15,1,0,3,1,1,2,0
"wendy''s old fashioned hamburgers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wheat bread",0,2,0,8,1,0,0,0,5,4,0,3,1,1,0,1,3,0,4,3,6,1,3,2,0,1,1,0,2,0,7,5,0,1,0,0,2,0,2,0,0,6,0,0,8,0,1,0,0
"white bread",2,2,0,6,1,2,1,0,2,5,0,6,0,1,1,0,1,0,2,0,3,2,1,1,0,0,1,0,4,0,8,2,1,3,1,0,8,1,4,0,1,7,0,0,0,0,1,1,0
"white cheddar popcorn",1,0,0,4,1,0,0,0,4,2,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4,2,0,0,0,0,2,0,2,0,1,4,0,0,3,0,1,0,0
"white rice",1,2,2,20,1,7,0,1,16,8,0,7,3,0,1,1,1,1,9,6,1,3,1,1,0,0,1,1,18,1,20,7,0,13,0,0,10,2,4,0,5,17,0,0,6,0,0,3,0
"whole chicken",0,1,0,3,0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,2,1,3,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,1,0
"whole pizza",0,0,1,1,0,0,0,0,3,1,0,3,0,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0,0,1,5,0,0,2,1,1,3,0,1,0,0,3,1,0,2,1,1,0,0
"whole wheat pancakes",0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"whole wheat toast",0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"wild rice",0,0,0,1,0,8,0,1,4,3,0,1,1,0,2,1,2,0,0,0,5,3,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,6,0,0,0,0,0,0,0
"wine and cheese",0,1,0,29,4,1,0,1,6,3,1,9,1,0,0,0,0,0,2,4,0,3,0,4,0,0,2,0,2,0,10,1,0,1,1,1,0,0,1,0,1,4,1,0,6,3,0,1,0
"wit cheese",0,1,1,1,0,0,1,0,3,2,1,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"wonderbread",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"wood fired pizza",0,0,0,6,0,1,1,0,13,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0,1,1,0,0,0,12,0,0,0,0,1,0,2,0,0,0
"worth of pizza",0,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"wrapped in bacon",3,0,0,10,2,0,0,1,5,0,0,2,1,2,2,0,3,0,2,2,0,0,1,0,0,0,1,0,1,0,3,1,0,6,0,0,1,0,3,0,0,7,0,0,2,1,0,1,0
"xmas cookies",0,0,0,4,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0
"yellow cake",0,2,0,1,1,0,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0
"yogurt http",0,0,0,15,2,2,0,0,5,0,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,6,0,1,1,0,2,1,0,2,0,1,0,1,5,2,0,3,0,0,0,0
"yummy chicken",0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,0,0
"yummy noodles",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zebra cakes",0,2,2,2,1,0,2,0,4,4,0,3,2,1,1,2,4,0,3,3,0,0,2,3,0,0,1,0,2,0,2,3,0,4,0,0,4,0,2,1,1,6,0,0,2,1,0,1,0
"zucchini",0,4,2,18,2,3,0,1,8,5,1,5,1,0,4,0,2,0,1,6,3,3,0,2,0,0,0,0,7,1,9,3,0,5,2,6,5,0,3,0,4,7,1,0,3,4,0,2,1
"apple juice",30,4,12,91,11,8,6,7,38,57,0,43,24,9,10,13,35,5,38,26,45,21,14,22,0,3,6,5,26,1,60,46,1,60,11,13,36,6,38,2,21,81,5,1,30,14,6,11,1
"apple juice and",0,0,1,1,1,1,0,0,5,3,0,6,1,0,1,0,2,0,3,0,1,1,1,1,0,1,0,0,1,0,5,5,0,4,0,0,0,0,2,0,1,8,0,0,2,1,0,3,0
"apple juice is",1,1,1,7,1,1,0,1,3,2,0,1,2,0,0,0,2,0,0,0,1,1,1,1,0,0,0,1,2,0,4,0,0,6,0,1,3,0,0,1,1,2,1,0,0,0,0,0,0
"beer cheese soup",0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"broccoli cheddar soup",1,0,0,7,1,2,0,0,2,1,1,3,2,1,1,1,0,0,1,7,2,0,0,5,0,0,0,1,2,0,4,2,0,6,1,0,7,0,1,0,2,1,0,0,2,2,0,0,0
"broccoli cheese soup",0,1,0,1,0,0,0,0,2,0,0,1,3,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0
"broccoli soup",0,1,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0
"buttermilk",0,0,1,6,8,0,0,1,0,1,0,4,0,0,0,3,0,0,0,0,5,2,0,0,0,0,0,0,3,0,7,1,0,0,0,0,2,0,1,0,2,5,1,0,1,0,0,0,0
